ID,NAME,DESCRIPTION,DOMAIN,LEVEL,PARENT
ResourceFacingServiceSpecAtomic,ResourceFacingServiceSpecAtomic,これは、下位のResourceFacingServicesを持たないResourceFacingServicesPecificationsを定義するための抽象基本クラスです。つまり、ResourceFacingServicesPecatoomicはスタンドアロンのResourceFacingServices専門家であり、テンプレートとして機能する任意のResourceFacingServicesの共有特性（すなわち、属性、関係、および制約）を定義するためのサポートされているResourceFacingServicesPecificationを必要としません。,Service Domain,1,Resource Facing Service Spec ABE
ResourceFacingServiceSpecComposite,ResourceFacingServiceSpecComposite,これは、CustomerFacingServiceのニーズを集約する統合された統合されたセットを定義する抽象基本クラスです。たとえば、顧客は「GoldService」を要求した場合があります。 ServicePackageの一部である各個々のResourceFacingServiceは、ResourceFacingServicesSpecificationから派生できます。この場合、ResourceFacingServicesPecCompositeは、個々のResourceFacingServicesPecificationsを単一の名前付きオブジェクトに集約します。このオブジェクトはスタンドアロンオブジェクトです。ただし、他のResourceFaceServicesPeccompositeおよび/またはResourceFaceServicespecaticエンティティで構成されています。これは、このエンティティとResourceFacingServicesPecatoicエンティティの主な違いです。,Service Domain,1,Resource Facing Service Spec ABE
ResourceFacingServiceSpecVersion,ResourceFacingServiceSpecVersion,アプリケーションが独立してさまざまなバージョンのResourceFacingServicespecsを追跡する能力。,Service Domain,1,Resource Facing Service Spec ABE
ResourceFacingServiceSpecRole,ResourceFacingServiceSpecRole,このクラスは、ResourceFacingServiceのServicePecificationRoolesのセットに関して、ServicePecificationを定義します。これは、ResourceFacingServiceの共有特性を表すために使用されるServicePecificationRolesを定義するための基本クラスです。これにより、ResourceFacingServiceをServicePecificationRollesを使用して抽象的に管理することができます。それはまた、それが持っているか提供する関数に関してサービススペシャル化を定義するのに役立ちます。,Service Domain,1,Resource Facing Service Spec Role ABE
ServiceBundleSpec,ServiceBundleSpec,"ServiceBundlespecは、バンドルされたResourceFacingServicespecsのさまざまなクラスを定義するための基本クラスです。概念的には、ServiceBundlespecは、さまざまなセットのResourceFaceServicespecsをグループ化する必要があることを可能にするためのコレクションとして考えられています。 ""Bundle""は関連するグループ化されたサービススペースの概念を伝えます。これらはResourFaceSpecificationsですので、特定のCustomerFacingService（ServicePackageによって表されるように）が必要とされるResourceFacingServicesを実装するための再利用可能なテンプレートを定義します。したがって、ServiceBundlespecはこのサービスバンドリングの共有特性をテンプル化します。",Service Domain,1,Service Bundle ABE
ServiceBundleSpecAtomic,ServiceBundleSpecAtomic,ServiceBundlespecatoMicオブジェクトは、さまざまなServiceBundlespecsを個々の独立したResourceFacingServicespecsの一連のインスタンスとしてモデル化します。これはServiceBundlespecositeオブジェクトとは基本的に異なります。これは、他の既存のServicePackagesPEC（および独自の拡張子を提供するだけでなく）1つのServiceBundlespecをモデル化するために使用されます。たとえば、GoldPackageサービス提供（ServicePackagespecではなくServicePackageのサブクラスである）が、2つの異なるCosserviceインスタンスが必要です。これは、GoldPackageサービス提供が2つの異なるタイプのトラフィック調整メカニズムを必要とする2つの異なるグループのアプリケーションを持っているためです。これはServiceBundlespecatoicオブジェクトによって表されます。さて、Platinumpackageサービス提供には、GoldPackageサービス提供が含まれており、新しいサービスオファーが新しいトラフィックコンディアメカニズムの新しいセットを必要とすると仮定する。最初のServiceBundlesSpecatoMicオブジェクトを再利用したいので、これには2番目のServiceBundlespecatomicオブジェクトが必要です。これらはまとめてServiceBundlespecComposeオブジェクトのインスタンスを形成するために集約されてもよい。,Service Domain,1,Service Bundle ABE
ServiceBundleSpecComposite,ServiceBundleSpecComposite,ServiceBundlesPecCompositeは、ResourceFacingServicesPecコンポジットエンティティのニーズをまとめて満たすServiceBundlespecの統合セットを定義する具体的なオブジェクトです。これはServiceBundlespecatoMicオブジェクトとは基本的に異なります。これは、他の既存のServicePackagesPec（およびそれ自身の拡張機能を提供するだけでなく）1つのServiceBundlespecをモデル化するために使用されます。たとえば、GoldPackageサービス提供（ServicePackagespecではなくServicePackageのサブクラスである）が、2つの異なるCosserviceインスタンスが必要です。これは、GoldPackageサービス提供が2つの異なるタイプのトラフィック調整メカニズムを必要とする2つの異なるグループのアプリケーションを持っているためです。これはServiceBundlespecatoicオブジェクトによって表されます。さて、Platinumpackageサービス提供には、GoldPackageサービス提供が含まれており、新しいサービスオファーが新しいトラフィックコンディアメカニズムの新しいセットを必要とすると仮定する。最初のServiceBundlesSpecatoMicオブジェクトを再利用したいので、これには2番目のServiceBundlespecatomicオブジェクトが必要です。これらはまとめてServiceBundlespecComposeオブジェクトのインスタンスを形成するために集約されてもよい。,Service Domain,1,Service Bundle ABE
ServicePackageBundleDetails,ServicePackageBundleDetails,このクラスは、ServicePackagesSpecusESServiceBundlespecs集計のセマンティクスを実装するために使用されます。特定のServicePackagesPecを実装するために使用するサービスバンドルスペックが多くの要因の関数であり、ポリシーの種類として最もよくモデル化されています。,Service Domain,1,Service Bundle ABE
CoS1BundleSpec,CoS1BundleSpec,特定のServiceBundleのサービスクラス設定の定義。 ServiceBundlesは、PackageContainsServiceBundlesglegationを介したServicePackagesに関連しています。したがって、これにより、さまざまなCOS設定をServicePackageに関連付けることができます。これは、顧客が製品を介して取得するものです。たとえば、COS1の仕様をVoIPに使用でき、COS2はミッションクリティカルなアプリケーションに使用でき、COS3はミッションクリティカルではなく、最適な配信よりも優れているすべてのアプリケーションに使用でき、COS4は定義できます。ベストエフォートサービス提供。,Service Domain,1,Service Bundle Examples ABE
CoS2BundleSpec,CoS2BundleSpec,特定のServiceBundleのサービスクラス設定の定義。 ServiceBundlesは、PackageContainsServiceBundlesglegationを介したServicePackagesに関連しています。したがって、これにより、さまざまなCOS設定をServicePackageに関連付けることができます。これは、顧客が製品を介して取得するものです。たとえば、COS1の仕様をVoIPに使用でき、COS2はミッションクリティカルなアプリケーションに使用でき、COS3はミッションクリティカルではなく、最適な配信よりも優れているすべてのアプリケーションに使用でき、COS4は定義できます。ベストエフォートサービス提供。,Service Domain,1,Service Bundle Examples ABE
CoS3BundleSpec,CoS3BundleSpec,特定のServiceBundleのサービスクラス設定の定義。 ServiceBundlesは、PackageContainsServiceBundlesglegationを介したServicePackagesに関連しています。したがって、これにより、さまざまなCOS設定をServicePackageに関連付けることができます。これは、顧客が製品を介して取得するものです。たとえば、COS1の仕様をVoIPに使用でき、COS2はミッションクリティカルなアプリケーションに使用でき、COS3はミッションクリティカルではなく、最適な配信よりも優れているすべてのアプリケーションに使用でき、COS4は定義できます。ベストエフォートサービス提供。,Service Domain,1,Service Bundle Examples ABE
CoS4BundleSpec,CoS4BundleSpec,特定のServiceBundleのサービスクラス設定の定義。 ServiceBundlesは、PackageContainsServiceBundlesglegationを介したServicePackagesに関連しています。したがって、これにより、さまざまなCOS設定をServicePackageに関連付けることができます。これは、顧客が製品を介して取得するものです。たとえば、COS1の仕様をVoIPに使用でき、COS2はミッションクリティカルなアプリケーションに使用でき、COS3はミッションクリティカルではなく、最適な配信よりも優れているすべてのアプリケーションに使用でき、COS4は定義できます。ベストエフォートサービス提供。,Service Domain,1,Service Bundle Examples ABE
ServCatalogServCandidate,ServCatalogServCandidate,サービスカタログ内のサービス脱シンデイトの外観。,Service Domain,1,Service Catalog ABE
ServiceCandidate,ServiceCandidate,ServiceCandidateは、Cartibificationをカタログで利用できるエンティティです。 ServiceCandidateとその関連するサービススペシャリングは、任意の数のServiceCatalogs、またはNONEに「公開された」（表示されています）の場合があります。 1つのサービススペシャル化は、他のサービススペシフィングで構成できます。これらのサービススペシャル化も公開される可能性があります。,Service Domain,1,Service Catalog ABE
ServiceCatalog,ServiceCatalog,ServiceCatalogは、サービススペックを表すServiceCandidatesのコレクションです。 ServiceCandidates ProductOfferingをサポートする基礎となるサービスを定義します。 1つまたは複数の製品専用事項を構成するために、サービセカンディングが1つ以上の製品カタログにさらされています。 1つ以上のサービスカタログに、1つ以上のサービスカタログに利用されるかまたは組み込まれている1つまたは複数のサービスカタログにさらされる可能性がある。コレクションは、ブロードバンドサーベイマタログーシデートのコレクションやワイヤレスサーバーカタログーシデザインのコレクションなど、類似のサービス整数類からなることがあります。サービスカタログの内容は、企業内部/外部に利用されるサービス承認のコレクションを公開できます。,Service Domain,1,Service Catalog ABE
ServiceCatalogSpecification,ServiceCatalogSpecification,ServiceCatalogSpecificationは、関連するServiceCatalogのすべてのインスタンスによって共有される属性を定義します。,Service Domain,1,Service Catalog ABE
ServiceTest,ServiceTest,サービス上の管理されたテスト呼び出しのために存在するエンティティ。サービステストはスケジュールに従って実行されます。実行時間に適用されるサービステスト構成パラメータとその結果のサービステスト対策を含みます。,Service Domain,1,Service Test ABE
ServiceTestSpec,ServiceTestSpec,サービステストの仕様は、構成されるパラメータと取られる対策の観点からサービステストを説明しています。,Service Domain,1,Service Test ABE
ServiceUsage,ServiceUsage,意図された目的のためにサービスを採用することの発生。,Service Domain,1,Service Usage ABE
ServiceUsageSpec,ServiceUsageSpec,サービス利用イベントの詳細な説明（例えば、購入またはサービスの使用状況）。,Service Domain,1,Service Usage ABE
CommonServiceInfo,CommonServiceInfo,サービス、ServiceAccesspoint、およびSAPSpecificationに関する一般的な情報。,Service Domain,1,TIP Service Management ABE
SapSpecification,SapSpecification,1つ以上のサービスアクセスポイントに適用できる一連の属性と（オプションで）関連付けられている値を定義します。,Service Domain,1,TIP Service Management ABE
ServiceAccessPoint,ServiceAccessPoint,サービスにアクセスできる一意の（論理的および/または物理的な）リソースで（直接的または間接的に）関連付けられているパラメータのセットを表します。,Service Domain,1,TIP Service Management ABE
ServiceDefinition,ServiceDefinition,サービス履行の目的で導入されたサービス仕様の種類を表します。対応するサービスインスタンスを作成するために使用する必要があるすべてのServicesPecCharacteristics（SSC）を定義します。これには、グローバルに設定されているSSCが含まれます。アクティベーションインターフェイス上でのみ、「バリアント」として指定されることもあります）,Service Domain,1,TIP Service Management ABE
ServiceTemplate,ServiceTemplate,サービス履行の目的で導入されたサービス仕様の種類を表します。ライフサイクルSPAN中に複数のサービスインスタンスによって動的に参照できるグローバルに設定されたServicesPecCharacteristicsの特定のServicePecCharacteristicsValuesを定義します。 ServiceTemplateは、ServicePecCharactictisticsの存在と対応する割り当てられたServicePecCharacticalisticsValuesの有効性を検証することによって、それに関連するサーバーの定義に対してチェックされます。,Service Domain,1,TIP Service Management ABE
AdministerResourceDetails,AdministerResourceDetails,,Resource Domain,1,Resource ABE
OwnsResourceDetails,OwnsResourceDetails,,Resource Domain,1,Resource ABE
Resource,Resource,このエンティティは、製品を構成するすべてのリソースに共通の属性を定義したり、サービスを設定したり、エンタープライズインフラストラクチャをサポートしたりするために使用されます。,Resource Domain,1,Resource ABE
ResourceCharacteristicValue,ResourceCharacteristicValue,リソースがさらにリソースを定義するリソースのために選択されたResourcesPecCharacticsの値。,Resource Domain,1,Resource ABE
ResourceInvolvementRole,ResourceInvolvementRole,役割は、業務エンティティ（PartyRole、ResourceRole、またはBillingAccountなど）がリソースの関係で再生されます。たとえば、ユーザー、所有者などです。,Resource Domain,1,Resource ABE
ResourceRelationship,ResourceRelationship,リソース間の/リソース間の移行、置換、依存性、または排他的関係。,Resource Domain,1,Resource ABE
ResourceRole,ResourceRole,ResourceRoleは、モデル内のリソース（物理的および論理的）に関連するさまざまな種類の役割の概念を定義します。,Resource Domain,1,Resource ABE
CompoundResource,CompoundResource,これは、本質的に管理可能で製品を構成するすべての複合エンティティの抽象基本クラスです。 ResourceとComponeResourceの鍵の違いは、リソースでは物理エンティティまたは論理エンティティ（PhotoseResource階層とLogicalResource階層を介して）を記述することです。対照的に、ComponeResourceは他の管理対象エンティティのコレクションである管理対象エンティティを記述するために使用されます。キーポイントは、CompysResourceの一部である各管理エンティティを、物理リソースまたはLogicalResourceとして個別に管理できます。,Resource Domain,1,Compound Resource ABE
CompoundResourceRole,CompoundResourceRole,コミニソウロールオレオールは、物性ロスボールセロールとLogicalResourcerolesとの間の相互作用によって定義される役割である。コミニソルシュエシロールを形成するには、少なくとも1つ以上の物理的レスロセロールおよび1つまたは複数のLogicalResourceololsが必要です。しかしながら、物理的レスロセロールもLogicalResourceololeもコリコウロセロールに属していなければならない。,Resource Domain,1,Compound Resource ABE
ResourceCollection,ResourceCollection,,Resource Domain,1,Compound Resource ABE
ResourceElement,ResourceElement,ResourceElementは、個別に管理可能なエンティティです。管理対象リソースの物理的側面と論理的側面の両方からなる集約エンティティです。たとえば、ルータはリソース要素です。さまざまなPhysicalResourceオブジェクトは、ルータの物理的な側面を詳細にモデル化できます（たとえば、カード、各カードにある物理ポートの数値と種類など）、さまざまなLogicalResourceオブジェクトは、ルータの論理的側面を詳細にモデル化できます。 （例えば、どのようなソフトウェアが実行されているか、未解決の障害やアラームがある場合などに、どのタイプのデバイスインタフェースが現在有効になっているのか。 ReourceElementは、すべての物理リソースオブジェクトとLogicalResourceオブジェクトを集約し、提供されるリソースの物理的および論理的側面の高度なビューを有効にします。,Resource Domain,1,Compound Resource ABE
ResourcePort,ResourcePort,ResourcePortクラスは、ITUおよびIETFの仕様の多くが「ポート」を参照しているため定義されていますが、これを物理的概念と論理概念の両方として使用します。これにより、ITUおよびIETFの仕様のセマンティクスが正しくマイナイトされ、ResourcePortクラスはG.805からのポートのセットの概念を要約し、論理的な終了ポイント（TrailterMinationPointSource、TrailterMinationPointSink、およびTrailterMinationPointSink、およびTrailterMinationPointSink、および） PreceSterminationPointibilectional、PreceStersとPhysicalPorts。これにより、ResourcePortはG.805で定義されているように「ポート」の物理的および論理的特性を引き継ぐことができます。,Resource Domain,1,Compound Resource ABE
SoftBlackBox,SoftBlackBox,SoftBlackboxはSoftBlackBoxSpecを実装しています。,Resource Domain,1,Compound Resource ABE
ConnectionPoint,ConnectionPoint,ConnectionPointはConnectionPointSpecを実装しています。,Resource Domain,1,Logical Resource ABE
LogicalResource,LogicalResource,これは、製品を構成する機器（例えば、DeviceInterfaces）の異なる論理的側面を説明するための抽象基本クラスです。それは2つの主な目的を持っています：（1）すべての論理エンティティの共通の属性および関係を収集するために、そして（2）他の管理対象オブジェクトとの関係を定義できる便利な単一の点を提供することができる。,Resource Domain,1,Logical Resource ABE
LogicalResourceRole,LogicalResourceRole,このクラスは、LogicalResourcesとLogicalResourcespecsに関連付けることができるさまざまな種類のロールの概念を定義します。,Resource Domain,1,Logical Resource ABE
ReplacementSet,ReplacementSet,このクラスは、単位として置き換えられなければならない一連のManagedPhysicalEntitiesを定義するために使用されます。これは概念的にはFRUのセットです。,Resource Domain,1,Logical Resource ABE
ResourceFunction,ResourceFunction,リソース機能は、可能な構成を指定するResourceFunctionPECによって記述されます。 ResourceFunctionは、任意の性質の入力を提供される方法とは独立して、任意の性質の出力に変換する機能です。リソースファイルが設定されているたびに、実行される方法が提供されるたびに（SoftWareSecification、SoftBlackBoxSpec、またはPhysicalBlackBox）、ConnectionPointを使用してresource関数が作成されます。 ResourceFunctionは、InstalledSoftware、SoftBlackbox、またはPhysicalBlackboxによって提供されます。これらの関係は排他的です。,Resource Domain,1,Logical Resource ABE
ResourceRolePartyRoleDetails,ResourceRolePartyRoleDetails,このクラスはResourCerolesManagedBypartyrole関連の意味を定義します。 ResourCerolesManagedBypartyRoleアソシエーションは、特定のPartyRoleによって管理されているResourCerrolesのセットを定義します。そのリソースを管理しているPartyRoleによって使用されるように、非常に異なるスキルセット、メソッドなどが必要なさまざまな種類のリソース間に重要な機能的な違いがあります。例えば、エッジルータと比較してコアルータを管理するために異なる管理職員を割り当てることができる。これは、全体としてのルータだけでなく、その物理的（例えば、ラインカード）および論理（例えばDeviceInterfaces）コンポーネントにも適用されます。このクラスはこれらのセマンティクスを取ります。,Resource Domain,1,Logical Resource ABE
IPAddress,IPAddress,このクラスはIPアドレスを表します。 V4またはV6の形式でも、点線10進数またはCIDRとしてフォーマットできます。 1つ以上のホストエイリアスを指定することもできます。,Resource Domain,1,Address ABE
IPv4Address,IPv4Address,このクラスは、IPv4に固有のフォーマット機能を追加するために汎用IPアドレスクラスを調整します。,Resource Domain,1,Address ABE
NetworkAddress,NetworkAddress,このクラスはネットワークアドレスの一般的な概念を表します。そのサブクラスは、IPAddressとIPXAddressなどのさまざまなテクノロジのさまざまな種類のアドレスを定義します。その実用性は、関係を調達し終了するための便利な点として役立つ能力にあります。これにより、NetWorkAddressのサブクラスと対話する関係の過度の重複がなくなります。,Resource Domain,1,Address ABE
NetworkAddressSpecification,NetworkAddressSpecification,NetworkAddressを定義する不変特性。 NetworkAddressSpecificationは、IPAddressとIPXAddressなど、さまざまなテクノロジのさまざまな種類のアドレスを定義します。関連する各NetworkAddressインスタンスは同じ不変特性を持ちます。しかしながら、インスタンス化されたNetworkAddressエンティティの他の特性に関連する値は各インスタンスに固有のものである。,Resource Domain,1,Address ABE
PointCode,PointCode,REGION、小領域、ノードの種類、およびノー​​ダー名にマッピングするOPCおよびDPC属性をシグナリングします。,Resource Domain,1,Address ABE
API,API,API、アプリケーションプログラムインタフェースの省略形は、ソフトウェアアプリケーションを構築するためのルーチン、プロトコル、およびツールのセットです。,Resource Domain,1,Software Resource and Software ABE
AtomicInstalledSoftware,AtomicInstalledSoftware,これは、個別に管理できるソフトウェアのアトミック単位を表すための抽象クラスであり、複合素材、またはネストされたソフトウェアユニットを作成しません。有限状態マシンビューから、各AtomicInstalledSoftware要素は個別に管理可能ではありませんが、インストール可能、実行可能ファイル、およびRUNNABLEもあります。さらに、各AtomicInstalledSoftware要素はFRUにすることができます。これは、特定の機能を定義する具体的なサブクラス（例えば、より大きなルーティングソフトウェアパッケージの一部としてMPLSを実装するソフトウェア）を作成するための具体的なサブクラスを作成するためのスーパークラスです。,Resource Domain,1,Software Resource and Software ABE
CompositeInstalledSoftware,CompositeInstalledSoftware,CompositInstalledSoftwareは、他のソフトウェアユニット（すなわち、このクラスのインスタンスとAtomicInstalledSoftware）で構成されているソフトウェアユニットを表します。これは、それぞれが個別に管理可能であり、オブジェクトのセット全体を管理できる構成要素のセットを収集するセマンティクスを提供します。例はオペレーティングシステムです - これは単位として管理可能ですが、個別に管理可能なコンポーネントで構成されています。この封じ込めは、CompositeInstalledSoftwarecompraareciperIDSOF組成を使用してモデル化されています。有限状態マシンビューから、各CompositeInstalledSoftware要素は管理、インストール可能、実行可能ファイル、およびRunnableです。さらに、各CompositeInstalledSoftware要素はFRUになることができます。これは、機能のグループを定義する具体的なサブクラス（例えば、アプリケーションレベルの機能をエンドユーザーに提供する）を定義する具体的なサブクラスを作成するためのスーパークラスです。,Resource Domain,1,Software Resource and Software ABE
ConfigurationFeature,ConfigurationFeature,ConfigurationFeatureは、ConfigurationFeatureSpecによって記述されたエンティティの一種です。消費者ビューポイントからこれらのRFunctionを構成する方が簡単なように、1つまたは複数のリソース関数を消費者に公開するために使用されます。構成機能は、ConfigurationFeatureSpecによって指定された可能な構成に従って構成された特性を持つことができます。,Resource Domain,1,Software Resource and Software ABE
HostingPlatformRequirement,HostingPlatformRequirement,HostingPlatformRequirementは、特定のInstalledSoftwareのためにHostingPlatformrequirementspecを実装しています。,Resource Domain,1,Software Resource and Software ABE
InstalledSoftware,InstalledSoftware,InstalledSoftware（以前のリリースからのソフトウェアコンセプトの名前を変更する）は、実行できるように、マシンに展開されている符号化された情報またはコンピュータの命令で構成されています。 InstalledSoftwareは、HostingPlatformRoquirementsを満たすプラットフォームでSoftWaresUpportPackageを使用してデプロイされているソフトウェア固定です。 InstalledSoftwareは、それぞれSoftConnectionPointを使用して入力と出力を指定します。ソフトウェアは他のソフトウェア内にネストされている可能性があり、それによって封じ込めの関係を作成することができます。,Resource Domain,1,Software Resource and Software ABE
PartyRoleSoftwareLicenseDetails,PartyRoleSoftwareLicenseDetails,このクラスは、PartyRolesSoftwareLicenses協会のセマンティクスを定義しています。その属性は、この特定のSoftWarEresourceインスタンスのライセンス詳細を指定します。このアソシエーションは、特定のPartyRoleが特定のSoftWareResource機能を法的に使用する方法のセマンティクスを定義しています。,Resource Domain,1,Software Resource and Software ABE
PartyRoleUsesProcessesDetails,PartyRoleUsesProcessesDetails,このクラスは、PartyRoleUsesProcessesアソシエーションのセマンティクスを定義します。異なるPartyRolesには、SoftWarEResourceの作業と実行に関する特権が異なるため、これらの詳細を正確にモデル化するには関連クラスが必要です。このアソシエーションは、特定のPartyRoleがこのSoftWarEResourceインスタンスを使用する方法のセマンティクスを定義します。,Resource Domain,1,Software Resource and Software ABE
RunningSoftwareStatistic,RunningSoftwareStatistic,実行されているソフトウェアによるリソースの使用を文書化する統計的。,Resource Domain,1,Software Resource and Software ABE
SoftConnectionPoint,SoftConnectionPoint,SoftConnectionPointは接続点を実現し、SoftConnectionPointSpecを実装します。,Resource Domain,1,Software Resource and Software ABE
SoftwareResource,SoftwareResource,SofwareとAPIに共通のすべての属性と関連付けを含む一般化。 SoftwarEresourceはSoftWareResourcespecificationによって説明されています。,Resource Domain,1,Software Resource and Software ABE
ForwardingRelationshipEncapsulation,ForwardingRelationshipEncapsulation,ForwardingRelationshipEncapsulation（FRE）は、それぞれTPEと関連している可能性がある2つ以上のエンドポイントによって制限されます。周辺は、特定のレイヤプロトコルについて、それらのエンドポイント（すなわち関連するTPEからの間）の間の情報を転送するための有効な制約された電位を表す（ここで、TPEは、そのレイヤプロトコルで動作させる階層積（LTS）関連付けられている）。 TPEがTopologicalLink（TL）と間接的に関連付けられている場合、FREからの情報はそのTLを介してネットワークを渡し、TPEのLTのLTはレイヤプロトコル終了であり、FREからの情報が移行するように準備されます。ネットワークの層FREの各エンドポイントは、可能な役割と役割の解釈がFREの種類によって調達されているFREの文脈において特定の役割を果たしています。 FREの種類は、MTOSI SD1-36に記載されているSNCの種類と同じです（SNCプロパティ、SNCパラメータ、単方向SNC、ポイントツーマルチポイントSNC、ルーティング制約、ルートディスカバリ）。 FREは、一連のサポートFRESを包含し得る（これは、ネットワークのうちのFREから譲渡された情報の経路をより詳細に説明する）。この関係は、支持されているFRESがそれ自体がFRES（すなわちFRESを支持するFRESを支持するFRES）が支持され得るように再帰的である。再帰の最高レベルのFREは最上位FREと呼ばれます。呼び出しは、1つ以上の並列最上位接続を持つことがあることに注意してください。 FREはさまざまな計画状態を表すために使用されることがあります。これらの計画では、関連するTPE名などの部分値のみを持つことができます。,Resource Domain,1,Converged Network ABE
FreConnectionless,FreConnectionless,情報フロー識別子の保存およびFRE全体の他のフロー制御プロパティに関連する属性のパッケージ。,Resource Domain,1,Converged Network ABE
FreControlPlane,FreControlPlane,従来の制御面に関連するものなどのFREの構築および保守中に利用される委任されたルーティング機能に関連する属性のパッケージ。,Resource Domain,1,Converged Network ABE
MultiRouteManagement,MultiRouteManagement,この属性パッケージは、特定のルートの状態を示します。,Resource Domain,1,Converged Network ABE
NetworkForwardingDomain,NetworkForwardingDomain,NetworkForwardingDomain（NFD）オブジェクトクラスは、ForwardingReleationshipencapsulation（FRE）構成要素を介して転送と転送の可能性を可能にする能力を表します。 NFDは、含まれているネットワークを介して転送するための経路を定義する機能を表します。 NFDは、各層プロトコルの関連境界がゼロ以上のグループ化を適切に一致させる1つ以上の特定のLayerProtocolの機能を表します。 ） - グループ化された下位NFD間のTLSは、関連付けられているTPES（TopologicAllinks（TLS）を終了することがあります。 NFDインスタンスとTLインスタンスは一緒にネットワークトポロジを定義します。新しいTPEはNFDに割り当てられ、TPEはNFDから割り当てられていない可能性があります。 NFDオブジェクトは、ルーティングドメインまたは他の管理ドメインを表すために使用されてもよい。ドメイングループは直交している可能性があります。最上位NFDは、それが含むLayerProtocolsのネットワーク全体に対応します。,Resource Domain,1,Converged Network ABE
RoutingParameters,RoutingParameters,TopologicalLinkおよびNetworkfordingDomainを介して公開されているネットワークのファブリックに関連するルーティングパラメータのパッケージ。,Resource Domain,1,Converged Network ABE
TerminationPointEncapsulation,TerminationPointEncapsulation,TerminationPointEncapsulation（TPE）は、使用のために信号を適応させるシグナルを終了/由来する1つまたは複数の関数を表し、信号を伝播することができる。したがって、TPEは信号の流れの終点を表すことができます。 TPEはまた、信号流の中間点を表すことができる。 TPEは、カプセル化されたトランスポート関数がすべて同じ信号の流れに関連している多くの異なるレイヤで複数のトランスポート関数（G.805終端機能、アダプタ、ポイントなど）をカプセル化することができます。カプセル化された層は、層間隔離（LT）のインスタンスの使用によって露光され得る。 TPEは、一方向の流れと双方向の流れと同等に扱います。,Resource Domain,1,Converged Network ABE
TopologicalLink,TopologicalLink,TopologicalLinkは、ネットワークエンティティ間の通信関係を表し、その情報がそれらのネットワークエンティティ間で流れることを意図していることを示します。 TopologicalLinkは常に論理関係を表します。 SID / MTOSIの3GPPおよびトポロジカリンクのリンク[5]と同様に[7],Resource Domain,1,Converged Network ABE
TrafficMappingTable,TrafficMappingTable,TrafficMappingTableは、LayerTerminationのインスタンスによって処理されたフロー内のコンポーネントフローの複雑な操作のための規則を提供します。アプリケーションの一例は、特定のフローがCTAGサブフロー操作を必要とし得るEleNet用です。,Resource Domain,1,Converged Network ABE
TrafficMappingTableRow,TrafficMappingTableRow,TrafficMappingTableRowは、1つの操作の1つの操作に対して特定の規則を1つの操作のために提供します。,Resource Domain,1,Converged Network ABE
Device,Device,,Resource Domain,1,LogicalResource Examples ABE
DeviceRole,DeviceRole,,Resource Domain,1,LogicalResource Examples ABE
Encoder,Encoder,,Resource Domain,1,LogicalResource Examples ABE
Encryption,Encryption,,Resource Domain,1,LogicalResource Examples ABE
Firewall,Firewall,,Resource Domain,1,LogicalResource Examples ABE
Router,Router,,Resource Domain,1,LogicalResource Examples ABE
Switch,Switch,,Resource Domain,1,LogicalResource Examples ABE
VirtualMemory,VirtualMemory,他の記憶媒体を用いた追加のメインメモリのシミュレーション。,Resource Domain,1,LogicalResource Examples ABE
AccountingInfo,AccountingInfo,AccountingInfoは、特定のマネージテンティティのためにどのようにして考慮されるかを定義するための基本クラスです。 AccountingInfoは、リソースまたはサービスの使用方法（両方の数量、どのPartyRole）の使用方法を追跡します。 AccountingInfoは、説明されているBymgMtInfo集計を使用して特定のリソースまたはサービスに関連付けられています。アカウンティングクラスのサブクラスは、会計の実行方法の詳細特性と動作を定義します。アカウンティングは、このクラスManagementInfoの親を説明されているBymgmtInfoとMGMTInfoObtainedByアグリゲーションを介して適切なManagementMethodentityクラスと関連付けて実装されています。,Resource Domain,1,Accounting ABE
CLIMethod,CLIMethod,これは、さまざまなFCAPS機能を実行するためのさまざまな種類のCLIメソッドを定義するための抽象基本クラスです。,Resource Domain,1,Management Method ABE
DescribedMgmtInfoDetails,DescribedMgmtInfoDetails,これは、bymgmtInfo集約の意味を定義するアソシエーションクラスです。このクラスは、さまざまなタイプのManagementInfoの特定の意味論と、その情報が関連するマネージテーションから取得されているかを定義します。これにより、異なる種類の管理情報を得るために異なる方法を使用することができる。,Resource Domain,1,Management Method ABE
ManagementMethodEntity,ManagementMethodEntity,これは、特定の種類の管理情報を収集するために使用できるさまざまな種類の管理方法を表すための抽象基本クラスです。たとえば、構成設定クラスをCLIを使用して定義することができますが、Configuration MonitoringクラスはSNMPなどの異なる方法を使用して定義できます。管理情報が取得される方法の設計は、このクラスを使用して特定の種類の情報を収集し、適切な方法を使用して所望のデータを取得するためのManagementMethoDetitityクラス。このクラス階層の組み合わせは、さまざまな種類の管理データを収集するために異なる管理方法（例えば、CLI対SNMP）を使用することができ、SID情報モデルに固有のものです。,Resource Domain,1,Management Method ABE
ProprietaryMethod,ProprietaryMethod,,Resource Domain,1,Management Method ABE
RMONMethod,RMONMethod,これは、さまざまなFCAPS機能を実行するためのさまざまな種類のRMONメソッドを定義するための抽象基本クラスです。,Resource Domain,1,Management Method ABE
SNMPMethod,SNMPMethod,これは、さまざまなFCAPS機能を実行するためのさまざまな種類のSNMPメソッドを定義するための抽象基本クラスです。,Resource Domain,1,Management Method ABE
