ID,NAME,DESCRIPTION,DOMAIN,LEVEL,PARENT
ServiceLevelSpecApplicability.unappAppDuration,unappAppDuration,"A period of time representing applicability or un-applicability, for example from 8AM to 12PM. For an instance either unappAppDuration or unappAppDays must have a value.",,0,ServiceLevelSpecApplicability
ServiceLevelSpecApplicability.unapplicableApplicableCode,unapplicableApplicableCode,Indicator that specifies whether an instance represents applicability or un-applicability.,,0,ServiceLevelSpecApplicability
ServiceLevelSpecConsequence.prescribedAction,prescribedAction,Recommended remedy for a violated ServiceLevelObjective. A placeholder that indicates an extension may be made to the SID model here to further define remedies.,,0,ServiceLevelSpecConsequence
ServiceLevelSpecConsequence.validFor,validFor,The period of time for which a ServiceLevelSpecConsequence applies.,,0,ServiceLevelSpecConsequence
ServiceLevelSpecExpression.serviceLevelObjective,serviceLevelObjective,An indicator that is set to true if a ServiceLevelSpecObjective is part of the expresssion.,,0,ServiceLevelSpecExpression
ServiceLevelSpecExpression.serviceLevelSpecApplicability,serviceLevelSpecApplicability,An indicator that is set to true if a ServiceLevelSpecApplicability is part of the expresssion.,,0,ServiceLevelSpecExpression
ServiceLevelSpecExpression.serviceLevelSpecConsequence,serviceLevelSpecConsequence,An indicator that is set to true if a ServiceLevelSpecConsequence is part of the expresssion.,,0,ServiceLevelSpecExpression
ServiceLevelSpecExpression.serviceLevelSpecParameter,serviceLevelSpecParameter,An indicator that is set to true if a ServiceLevelSpecParameter is part of the expresssion.,,0,ServiceLevelSpecExpression
ServiceLevelSpecExpression.validFor,validFor,The period of time for which the expression is valid.,,0,ServiceLevelSpecExpression
PerformanceSpecification.ID,ID,A unique identifier for the PerformanceSpecification.,,0,PerformanceSpecification
PerformanceSpecification.description,description,A narrative that explains the PerformanceSpecification.,,0,PerformanceSpecification
PerformanceSpecification.name,name,"A word, term, or phrase by which the PerformanceSpecification is known and distinguished from other PerformanceSpecifications.",,0,PerformanceSpecification
PerformanceSpecification.validFor,validFor,The period of time for which a PerformanceSpecification is applicable.,,0,PerformanceSpecification
ServiceProblem.affectedServiceNumber,affectedServiceNumber,"Number of affected services (mandatory, but value can be zero).",,0,ServiceProblem
Problem.ackStatus,ackStatus,Acknowledgement status,,0,Problem
Problem.activityStatus,activityStatus,"Activity status, indicates if the problem is historical or active",,0,Problem
Problem.category,category,"Classifier for the problem. Settable. Structured text/ enum. In the ATIS Service Outage document, the What Category corresponds to this attribute and the values can be used as possible values.",,0,Problem
Problem.clearStatus,clearStatus,Clear status of the problem. Clearance of the resource RC alarm or of the underlying alarms or problems does not imply clearance of the problem.,,0,Problem
Problem.comments,comments,"Comments on problem, as a list of comments.",,0,Problem
Problem.description,description,Free form text describing the Service Problem.,,0,Problem
Problem.firstAlert,firstAlert,,,0,Problem
Problem.impactImportanceFactor,impactImportanceFactor,,,0,Problem
Problem.impactPattterns,impactPattterns,Define the patterns of impact (optional) - e.g. other service characteristics - Used when defining impact through another pattern than the pre-defined attributes above This field is extendable.,,0,Problem
Problem.originatingSytem,originatingSytem,Indicates where the problem was generated.,,0,Problem
Problem.priority,priority,An indication varying from 1 to 10 of how important it is for the service provider to correct the Service Problem. The priority can be changed by the human operator while the impact importance can only be changed by the system which determines the impact.,,0,Problem
Problem.problemEscalation,problemEscalation,"Indicates if this service problem has been escalated or not. Possible values are 0 to 10. A value of zero means no escalation. The meanings of values 1-10 are to be determined by the user of the interface, but they show increasing levels of escalation.",,0,Problem
Problem.problemId,problemId,Identifier of the problem. Note that this identifier is local to the server side of the interface. Only EntityIdentifier can be considered as global.,,0,Problem
Problem.reason,reason,Free text or optionally structured text. It can be Unknown. The Why category of the ATIS Service Outage document can be used to fill this value.,,0,Problem
Problem.responsibleParty,responsibleParty,Person or organization responsible for handling this problem. This is text or structured text and not an association to a party object. The Who category from the ATIS Service Outage document can be used for this attribute.,,0,Problem
Problem.timeChanged,timeChanged,Time the problem was last changed,,0,Problem
Problem.timeRaised,timeRaised,Time the problem was raised,,0,Problem
ServiceSpecRelationship.type,type,"A categorization of the relationship, such as migration, substitution, dependency, exclusivity.",,0,ServiceSpecRelationship
ServiceSpecRelationship.validFor,validFor,The period for which the relationship is applicable.,,0,ServiceSpecRelationship
ServiceSpecVersion.format,format,"This attribute defines the specific revision format used in this version. Each field of the revision is separated by a period. For example, if the desired format is .>, then the value of this string could be: major-number.minor-number The semantics of the format should be described in the revisionSemantics attribute of this class.",,0,ServiceSpecVersion
ServiceSpecVersion.number,number,"This is the revision number of this instance. This includes subfileds such as major number, minor number, and so forth. The subfields are separated by a period delimited. The format of the subfields is provided in the revisionFormat attribute of this class.",,0,ServiceSpecVersion
ServiceSpecVersion.reason,reason,This is a string that describes the reason for creating this version.,,0,ServiceSpecVersion
ServiceSpecVersion.semantics,semantics,This is a string that is used to define the particular semantics of this version. This string should include as a minimum a description of the format of the revisionNumber.,,0,ServiceSpecVersion
ServiceSpecVersion.timestamp,timestamp,This defines the date and time of the revision.,,0,ServiceSpecVersion
ServiceSpecVersion.validFor,validFor,This defines the time period in which this revision is valid for.,,0,ServiceSpecVersion
CFSSpecVersionDetails.minVersionForUse,minVersionForUse,This attribute defines the minimal version of this CustomerFacingServiceSpecification to use.,,0,CFSSpecVersionDetails
CFSSpecVersionDetails.preferredVersionToUse,preferredVersionToUse,This attribute defines the preferred Version of this CustomerFacingServiceSpecification to use.,,0,CFSSpecVersionDetails
CFSSpecVersionDetails.validFor,validFor,This attribute defines a time period which this particular CustomerFacingServiceSpecVersion is applicable. This enables past versions of a ServiceSpecification to be designated as no longer applicable.,,0,CFSSpecVersionDetails
ServicePackageSpec.type,type,"This is an enumerated integer that defines the specific type of ServicePackageSpecification that this instance is. The value ""0"" represents the highest, or ""best"", service; increasing numerical values represent the packaging of services that do not offer as much functionality as the package defined using the value of 0. Values include: 0: (e.g., Platinum) 1: (e.g., Gold) 2: (e.g., Silver) 3: (e.g., Bronze) 4: (e.g., BestEffort) There is no limit to the number of values that may be defined. However, most Service Providers currently limit this to less than 8.",,0,ServicePackageSpec
RFSSpecVersionDetails.minVersionForUse,minVersionForUse,This attribute defines the minimal version of this ResourceFacingServiceSpecification to use.,,0,RFSSpecVersionDetails
RFSSpecVersionDetails.preferredVersionToUse,preferredVersionToUse,This attribute defines the preferred Version of this ResourceFacingServiceSpecification to use.,,0,RFSSpecVersionDetails
RFSSpecVersionDetails.validFor,validFor,This attribute defines a time period which this particular ResourceFacingServiceSpecVersion is applicable. This enables past versions of a ServiceSpecification to be designated as no longer applicable.,,0,RFSSpecVersionDetails
ServiceBundleSpec.type,type,This is an enumerated integer that defines the specific type of ServiceBundleSpecification that this instance is. The values 0-15 are reserved for Class of Service (CoS) specifications.,,0,ServiceBundleSpec
ServicePackageBundleDetails.bundleSpecValidFor,bundleSpecValidFor,This attribute defines a time period in which the use of this particular ServiceBundleSpec is allowed for implementing the associated ServicePackageSpec. The TimePeriod attribute is a complex data type consisting of a TimeStamp to mark the beginning of the TimePeriod and a TimeStamp to mark the end of the TimePeriod.,,0,ServicePackageBundleDetails
ServicePackageBundleDetails.preferredBundleSpec,preferredBundleSpec,This attribute contains the name of the ServiceBundleSpec that is preferred to be used to implement this particular ServicePackageSpec.,,0,ServicePackageBundleDetails
ServCatalogServCandidate.validFor,validFor,The period at which a value is applicable.,,0,ServCatalogServCandidate
ServiceCandidate.ID,ID,A unique identifier for the ServiceCandidate.,,0,ServiceCandidate
ServiceCandidate.description,description,A narrative that explains the ServiceCandidate.,,0,ServiceCandidate
ServiceCandidate.name,name,A word or phrase that a ServiceCandidate is known and distinguished from other ServiceCandidate.,,0,ServiceCandidate
ServiceCandidate.status,status,"The condition at which the ServiceCandidate exists such as planned, active and Obsolete.",,0,ServiceCandidate
ServiceCandidate.validFor,validFor,The period of time during which the ServiceCandidate is applicable.,,0,ServiceCandidate
CommonServiceInfo.description,description,Textual characterization of the service object.,,0,CommonServiceInfo
CommonObjectInfo.additionalInfo,additionalInfo,"This attribute is a vendor specific attribute that contains additional specific information about the object. This list can be empty. The attribute, when present, can be used to convey information from the target OS to the requesting OS, and vice versa, of additional information that isn't explicitly modelled, except that some parameter names and values may be predefined. Any information encoded in the additionalInfo is optional: target OS need not fill out this information and the requesting OS need not interpret this information. See R TMF518 FMW I 0001.This is a vendor specific attribute that contains additional specific information about the object. This list can be empty. The attribute, when present, can be used to convey information from the target OS to the requesting OS, and vice versa, of additional information that isn't explicitly modelled, except that some parameter names and values may be predefined. Any information encoded in the additionalInfo is optional: the target OS need not fill out this information and the requesting OS need not interpret this information.",,0,CommonObjectInfo
CommonObjectInfo.aliasNameList,aliasNameList,,,0,CommonObjectInfo
CommonObjectInfo.discoveredName,discoveredName,This attribute contains the name of the object when its existence is first published on the CCV. See R TMF518 FMW I 0001 and R TMF518 FMW I 0003.This attribute contains the name of the object when its existence is first published on the CCV but only in the case where the OS that publishes the object on the CCV is not the naming OS.,,0,CommonObjectInfo
CommonObjectInfo.name,name,"This attribute represents a unique identifier for the object on the CCV within the context of the OS that creates the object. See R TMF518 FMW I 0001, R TMF518 FMW I 0002, R TMF518 FMW I 0003 and R TMF518 FMW I 0006.This attribute represents a unique identifier of the object on the CCV within the context of the OS that creates the object. For object naming see also attached supporting document SD2-7 ObjectNaming. Traceability: R TMF518 FMW I 0002, R TMF518 FMW I 0003...\SD\SD2-7 ObjectNaming.pdf",,0,CommonObjectInfo
CommonObjectInfo.namingOsRef,namingOsRef,"This attribute represents an identifier for the steward of the object. See R TMF518 FMW I 0001.This attribute represents an identifier for the steward of the object, intended as the OS that sets the name of the object. The namingOS attribute is set by the OS that is responsible for setting the ""name"" of the object.",,0,CommonObjectInfo
CommonObjectInfo.nativeEmsName,nativeEmsName,"This attribute contains the native EMS Name of the object. It represents how an EMS user addresses an object on the EMS GUI. Its aim is to provide a ""nomenclature bridge"" for relating information presented on NMS displays and EMS displays (via GUI cut through). The EMS may or may not support changing this value.This attribute contains a list of aliases for the entity.",,0,CommonObjectInfo
CommonObjectInfo.owner,owner,This attribute represents an identifier for the owner of the object. Used and controlled (write-access) by the requesting OS only. See R TMF518 FMW I 0001.This attribute represents an identifier for the owner of the object.,,0,CommonObjectInfo
CommonObjectInfo.userLabel,userLabel,"This attribute represents a provisionable, user friendly name for the object. The userLabel attribute is owned and may be set by the requesting OS or the naming OS. The difference between the userLabel and the name is that the userLabel is an attribute of the object that may be ""set"" by the requesting OS or the naming OS. This attribute may be unique amongst all instances of this object in the target OS.",,0,CommonObjectInfo
SapSpecification.applicableStateValues,applicableStateValues,A list of possible states that a ServiceAccessPoint may take on.,,0,SapSpecification
SapSpecification.type,type,Method to group SAP Specifications that have strongly marked and readily defined similarities.,,0,SapSpecification
ServiceAccessPoint.adminState,adminState,Represents the administrative suspension (or resumption) of traffic for a given subscriber.,,0,ServiceAccessPoint
ServiceAccessPoint.operationalState,operationalState,Indicates whether the set of resources supporting the service are installed and working.,,0,ServiceAccessPoint
ServiceAccessPoint.serviceState,serviceState,Indicates the ability of an entity to provide service.,,0,ServiceAccessPoint
ServiceAccessPoint.type,type,Method to group service access points that have strongly marked and readily defined similarities. This attribute is used in the Service Definition to identify the type of SAP required at service activation time.,,0,ServiceAccessPoint
ServiceDefinition.activationMode,activationMode,"Indicates whether the designed service is activated through provisioning, or is signaled.",,0,ServiceDefinition
ServiceDefinition.sdStatus,sdStatus,"The state of the Service Definition; it may take on one of the following values: Draft, Standard, or Proprietary.",,0,ServiceDefinition
ServiceTemplate.serviceLocation,serviceLocation,Gives the URL of where the service component activation OS is actually located.,,0,ServiceTemplate
ServiceTemplate.source,source,Determines whether the source of the OS providing the Service Template is “external” or “internal” to a given organization.,,0,ServiceTemplate
ServiceTemplate.stStatus,stStatus,"The state of the Service Template; it may take on one of the following values: Draft, Pilot, Commercial, Retired.",,0,ServiceTemplate
Resource.usageState,usageState,"This is an enumerated integer that defines the current usage of the object. It includes the following values: 0: Unknown 1: Not Installed 2: Installed 3: Inactive 4: Idle 5: Active, but able to communicate 6: Busy (Active and unable to communicate) Value 2 means that the object is installed (or otherwise activated) but no other information about its state is available. Values 3-6 imply that the object is Installed, and provide further information as to its state. This is an optional attribute.",,0,Resource
ResourceRelationship.type,type,"A categorization of the relationship, such as migration, substitution, dependency, exclusivity.",,0,ResourceRelationship
ResourceRelationship.validFor,validFor,The period for which the relationship is applicable.,,0,ResourceRelationship
CompoundResource.status,status,"This is an enumerated integer whose value indicates the current status of the object. The following values are defined: 0: Unknown 1: OK 2: Initializing 3: Starting 4: Paused 5: Stopping 6: Stopped 7: Degraded 8: Stressed 9: Predicted Failure 10: Error - General 11: Error - Non Recoverable 12: Not Installed or Not Present 13: In Maintenance 14: Unable To Contact 15: Lost Communications Stopped indicates that the CompoundResource is known to still exist, but it is no longer operational. However, it has not failed. Stressed indicates that the LogicalResource is functioning, but needs attention (e.g., it may be overheating, or overloaded in some way). This is similar to Predicted Failure, which indicates that this CompoundResource is functioning properly, but is predicting a failure in the near future. In Maintenance indicates that this LogicalResource is being configured, maintained, or otherwise administered and is NOT available for service.",,0,CompoundResource
ResourcePort.isEdgeResourcePort,isEdgeResourcePort,"This is a Boolean attribute. If the value of this attribute is TRUE, then this ResourcePort is located at the edge of a Network or SubNetwork.",,0,ResourcePort
LogicalResource.isOperational,isOperational,"This attribute is used to define the operational status of the object, and is implemented as a Boolean: TRUE means that the object is currently operational, and FALSE means that the object is not currently operational.",,0,LogicalResource
LogicalResource.lrStatus,lrStatus,"This is an enumerated integer whose value indicates the current status of the object. The following values are defined: 0: Unknown 1: OK 2: Initializing 3: Starting 4: Paused 5: Stopping 6: Stopped 7: Degraded 8: Stressed 9: Predicted Failure 10: Error - General 11: Error - Non Recoverable 12: Not Installed or Not Present 13: In Maintenance 14: Unable To Contact 15: Lost Communications Stopped indicates that the LogicalResource is known to still exist, but it is no longer operational. However, it has not failed. Stressed indicates that the LogicalResource is functioning, but needs attention (e.g., it may be overheating, or overloaded in some way). This is similar to Predicted Failure, which indicates that this LogicalResource is functioning properly, but is predicting a failure in the near future. In Maintenance indicates that this LogicalResource is being configured, maintained, or otherwise administered and is NOT available for service. Unable To Contact indicates that the monitoring system has knowledge of this LogicalResource but has never been able to establish communications with it. In contrast, Lost Commmunications indicates that the LogicalResource has been contacted successfully in the past and is known to still exist; however, it is currently unreachable. This is an optional attribute.",,0,LogicalResource
LogicalResource.serviceState,serviceState,"This is an enumerated integer that defines the availability and usage (i.e., the service state) of this LogicalResource. Its values are: 0: Unknown 1: In Service 2: Out of Service 3: Testing 4: In Maintenance 5: Not Available 6: Not Applicable This is an optional attribute.",,0,LogicalResource
Collection.orderMethod,orderMethod,"This is an enumerated integer, and is used to define the method by which elements in an OrderedSet or Sequence are collated. If the Collection type is Set or Bag, then this attribute MUST have the value 1 (""Not Applicable""). Values include: 1: Not Applicable 2: Ascending 3: Descending",,0,Collection
Collection.type,type,"This is an enumerated integer that defines the type of Collection that this object is. Values include: 1: Set 2: OrderedSet 3: Sequence 4: Bag A Set does not contain duplicate elements, and does not impose an order on its elements. An OrderedSet is like a Set, except that it does impose an order on its contents. A Bag is like a Set, except that it may contain duplicates. A Sequence is like a Bag, except that the elements are ordered.",,0,Collection
ResourceRolePartyRoleDetails.requisiteSkillSet,requisiteSkillSet,"This attribute is an array of integers, and is used to define a set of skills that are required for this PartyRole to possess in order to manage this Resource. The values appear as a comma separated list.",,0,ResourceRolePartyRoleDetails
ResourceRolePartyRoleDetails.validForManagingResourceRole,validForManagingResourceRole,"This attribute defines a starting and ending time period for which it is permissible for this PartyRole to manage this Resource. TimePeriod is a complex data structure, that consists of a DateStamp and a TimeStamp to define its starting time and ending time.",,0,ResourceRolePartyRoleDetails
IPAddress.hostNumber,hostNumber,This contains the host number portion of the IP Address.,,0,IPAddress
IPAddress.networkNumber,networkNumber,This contains the network number portion of the IP Address.,,0,IPAddress
IPAddress.subnetMask,subnetMask,"This is a string attribute that defines the subnet mask for the IP Address of this instance. The IP Address is constructed by concatenating the networkNumber and the hostNumber, forming a dotted decimal IP Address. The subnetMask is formatted according to the appropriate convention as defined in the addressFormat attribute of this object.",,0,IPAddress
IPv4Address.v4Format,v4Format,This is an enumerated integer that defines the format of the IPv4 address. Values are: 0: dotted decimal 1: CIDR,,0,IPv4Address
NetworkAddressSpecification.ID,ID,A unique identifier for the NetworkAddressSpecification.,,0,NetworkAddressSpecification
NetworkAddressSpecification.description,description,A narrative that explains in detail what the NetworkAddressSpecification is.,,0,NetworkAddressSpecification
NetworkAddressSpecification.name,name,"A word, term, or phrase by which a NetworkAddressSpecification is known and distinguished from other NetworkAddressSpecifications.",,0,NetworkAddressSpecification
NetworkAddressSpecification.validFor,validFor,The period for which a NetworkAddressSpecification applies.,,0,NetworkAddressSpecification
PointCode.type,type,,,0,PointCode
PointCode.validFor,validFor,The period for which a PointCode applies.,,0,PointCode
SoftwareResource.date,date,This attribute contains the value of the current date.,,0,SoftwareResource
SoftwareResource.isDistributedCurrent,isDistributedCurrent,"This is a Boolean attribute that, if TRUE, defines this SoftwareResource as being currently distributed across several Resource nodes.",,0,SoftwareResource
SoftwareResource.targetPlatform,targetPlatform,This is an enumerated integer that defines the target platform that the SoftwareResource will be deployed on. Values include: 0: Independent of Platform 1: Other 2: Network Device (specified in subclasses) 3: Server 4: Desktop Computer 5: Laptop Computer 6: PDA 7: Phone 8: Other Mobile Device,,0,SoftwareResource
SoftwareResource.timeValue,timeValue,This attribute contains the value of the current Time.,,0,SoftwareResource
InstalledSoftware.isUTCTime,isUTCTime,,,0,InstalledSoftware
InstalledSoftware.lastStartTime,lastStartTime,,,0,InstalledSoftware
InstalledSoftware.numUsersCurrent,numUsersCurrent,This is a non-negative integer that defines the current number of users of the Sofware.,,0,InstalledSoftware
InstalledSoftware.numberProcessesActiveCurrent,numberProcessesActiveCurrent,,,0,InstalledSoftware
InstalledSoftware.pagingFileSizeCurrent,pagingFileSizeCurrent,,,0,InstalledSoftware
InstalledSoftware.processMemorySizeCurrent,processMemorySizeCurrent,,,0,InstalledSoftware
InstalledSoftware.serialNumber,serialNumber,"A set of identifying characters and/or numbers assigned to, and usually marked on, each of a series of identical Software instances.",,0,InstalledSoftware
InstalledSoftware.swapSpaceUsedCurrent,swapSpaceUsedCurrent,,,0,InstalledSoftware
PartyRoleSoftwareLicenseDetails.currentNumberLicenses,currentNumberLicenses,This attribute defines the current number of licenses that have been allotted for this particular OperatingSystem instance.,,0,PartyRoleSoftwareLicenseDetails
PartyRoleSoftwareLicenseDetails.licenseValidityTimePeriod,licenseValidityTimePeriod,"This attribute defines a time period for which this license for this particular OperatingSystem is valid. A TimePeriod is a complex attribute, consisting of a Date and a TimeStamp for the starting period of the license and a Date and a TimeStamp for the ending period of the license.",,0,PartyRoleSoftwareLicenseDetails
PartyRoleSoftwareLicenseDetails.maxNumberLicenses,maxNumberLicenses,This attribute defines the maximum number of licenses that be allotted for this particular OperatingSystem instance.,,0,PartyRoleSoftwareLicenseDetails
PartyRoleUsesProcessesDetails.currentNumberProcesses,currentNumberProcesses,This attribute defines the current number of processes that can be used by this particular PartyRole.,,0,PartyRoleUsesProcessesDetails
PartyRoleUsesProcessesDetails.maxNumberProcesses,maxNumberProcesses,This attribute defines the maximum number of processes that can be allocated to a particular PartyRole.,,0,PartyRoleUsesProcessesDetails
PartyRoleUsesProcessesDetails.processesPerUserMax,processesPerUserMax,,,0,PartyRoleUsesProcessesDetails
RunningSoftwareStatistic.resourceUse,resourceUse,"The quantity (amount, units) of a Resource being used by Software.",,0,RunningSoftwareStatistic
RunningSoftwareStatistic.usePeriod,usePeriod,The period that the running Software is using a Resource.,,0,RunningSoftwareStatistic
ForwardingRelationshipEncapsulation.deploymentActivityState,deploymentActivityState,"This attribute represents the activity state of the current deployment request (e.g. activate, modify, and deactivate). If there is no in-progress deployment request, then the activity state is INACTIVE.",,0,ForwardingRelationshipEncapsulation
ForwardingRelationshipEncapsulation.deploymentState,deploymentState,This attribute represents the state of provisioning of the forwarding relationship between the set of end points. PARTIAL: Indicates that only part of the FRE has been activated in the network. PENDING: Indicates that none of the FRE resources have been deployed. COMPLETE: Indicates the FRE has been successfully deployed in all Network Elements and no further intervention is required. Note that a COMPLETE FRE is not necessarily enabled to carry traffic or carrying traffic.,,0,ForwardingRelationshipEncapsulation
ForwardingRelationshipEncapsulation.direction,direction,This attribute represents the directionality of the FRE.,,0,ForwardingRelationshipEncapsulation
ForwardingRelationshipEncapsulation.freType,freType,This attribute provides the name of the type of the FRE. The type is an expression of the traffic flow and potential for flow (accounting for protection switching constructs etc) through the FRE between the EndPoints of the FRE. This attribute essentially provides the name of the spec for the FRE. The FRE may have further specification details provided via other specification mechanisms.,,0,ForwardingRelationshipEncapsulation
ForwardingRelationshipEncapsulation.isAlarmReporting,isAlarmReporting,This attribute identifies whether alarm reporting for this FRE is administratively enabled or disabled. True = alarm reporting is enabled; False = alarm reporting is disabled.,,0,ForwardingRelationshipEncapsulation
ForwardingRelationshipEncapsulation.isFixed,isFixed,This attribute identifies whether the FRE can be deleted via the interface (isFixed = FALSE) or cannot be deleted (isFixed = TRUE). Where isFixed = TRUE attempts to delete the FRE by the OS will be rejected. Where an FRE has a route (i.e. is known to traverse multiple NEs) all NFREs of the FRE must be fxed for the FRE to be fixed.,,0,ForwardingRelationshipEncapsulation
ForwardingRelationshipEncapsulation.ituArcStateAndStatusList,ituArcStateAndStatusList,See R TMF518 NRB I 0001 and R TMF518 NRB I 0004. See supporting document SD1-8 encodingX731M3100...\..\Framework\SD\SD1-8 encodingX731M3100.pdf,,0,ForwardingRelationshipEncapsulation
ForwardingRelationshipEncapsulation.layerProtocolName,layerProtocolName,"Provides the name and potentially additional information such as version number for the protocol/layer that the FRE supports. Syntax and semantic to be specified. Note: allowed value examples: “X2”, “LR Optical Channel”.",,0,ForwardingRelationshipEncapsulation
ForwardingRelationshipEncapsulation.transmissionParameterList,transmissionParameterList,A list of specific parameters related to the layer of the FRE.,,0,ForwardingRelationshipEncapsulation
ForwardingRelationshipEncapsulation.wasRoutedByNetwork,wasRoutedByNetwork,"This attribute indicates if the current route of the FRE was computed by the managed system (i.e. ""the network"", all capabilities below the interface that defines the perspectiveof managed system) or not (e.g. the route was provided over an interface by a client EMS). If rerouting is allowed, this attribute identifies whether the routing was carried out by ""the network"" or not. If there is no network routing capability the attribute should be set to False.",,0,ForwardingRelationshipEncapsulation
FreConnectionless.flowIdentifier,flowIdentifier,"This parameter contains the internal identifier of the flow through TPEs and decomposed FREs. An example of a flow identifier is the IVID which defines the value to be used for VID in S-TAGs pushed onto the frames at entry to the FD. When the value of flowIdentifier on an FRE is not “null"", the value of the corresponding flowIdentifier for all of the TPEs attached to this FRE and to any supporting FREs have the same value as the as the flowIdentifier on the FRE. If the FRE is performing flowIdentifier swapping inside (as opposed to only at the edges), the flowIdentifier on the FRE is not meaningful (and set to “null”). Note: Since the flowIdentifier a TPE of the FRE has the same value as the flowIdentifer of the FRE (when the flowIdentifier of the FRE is not “null”) any attempt to set a different value for the flowIdentifier of the TPE will be rejected.",,0,FreConnectionless
FreConnectionless.isEdgeFlowIdentifierPreserved,isEdgeFlowIdentifierPreserved,"If True, the relevant flow identifier of particular information egressing the FRE at the boundary of the FRE is the same as the flowIdentifier used for that particular traffic at the ingress to the FRE. If flowIdentifier stacking or translation is applied within the FRE, the stacking/translation tables on all endpoints of the FRE will be set such that the above condition is satisfied for any flow.",,0,FreConnectionless
FreConnectionless.isEdgePriorityPreserved,isEdgePriorityPreserved,This attribute shall indicate whether the egress Priority in the frame header must be the same as the ingress Priority,,0,FreConnectionless
FreControlPlane.connectionSetupType,connectionSetupType,"This attribute identifies the setup type of the FRE. It indicates whether the FRE has been established by UNI signalling (SC) or NMS operation (SPC, PC).",,0,FreControlPlane
FreControlPlane.isUsingHomeRoute,isUsingHomeRoute,This attribute indicates whether the Connection is currently using the home route or not.,,0,FreControlPlane
FreControlPlane.maximumCost,maximumCost,"This attribute defines a number that indicates the maximum cost allowed for an FRE. The cost of an FRE is calculated based on the cost of the supporting links. This link cost represents a vector of one or more metrics, each of which indicates the relative desirability of a particular link over another during path selection.",,0,FreControlPlane
FreControlPlane.routeGroupLabel,routeGroupLabel,"This attribute represents the Route Group the FRE is associated to. When a target OS creates a Call with diverse Route Groups, it assigns a Route Group label (which may be a number) to each FRE. FREs in the same Route Group will be assigned the same value for routeGroupLabel. FREs in different Route Groups will be assigned different values for routeGroupLabel.",,0,FreControlPlane
FreControlPlane.routingConstraintEffort,routingConstraintEffort,This attribute indicates the requested level of effort to meet the routing constraint when creating and when rerouting the FRE.,,0,FreControlPlane
MultiRouteManagement.includesResourcesUseByAnotherFre,includesResourcesUseByAnotherFre,"This attribute indicates whether one (or more) of the component FREs of the route or TPEs associated directly with an component FRE of the route is carrying traffic of another FRE, i.e. is involved in another route that is active, (True) or not (False).",,0,MultiRouteManagement
MultiRouteManagement.isIntendedRoute,isIntendedRoute,This attribute indicates whether this route is the intended (prefered) route of the FRE (True) or not (False).,,0,MultiRouteManagement
NetworkForwardingDomain.ituArcStateAndStatusList,ituArcStateAndStatusList,See R TMF518 NRB I 0001 and R TMF518 NRB I 0004. See supporting document SD1-8 encodingX731M3100...\..\Framework\SD\SD1-8 encodingX731M3100.pdf,,0,NetworkForwardingDomain
NetworkForwardingDomain.layerProtocolNameList,layerProtocolNameList,Each entry provides the name and potentially additional information such as version number for (one of) the protocol(s)/layer(s) that the NFD supports. Syntax and semantic to be specified.,,0,NetworkForwardingDomain
NetworkForwardingDomain.nfdLevel,nfdLevel,This attribute expresses the level of the NFD in the hierarchy of NFDs,,0,NetworkForwardingDomain
NetworkForwardingDomain.nfdRole,nfdRole,This attribute identifies purpose for the grouping provided by the NFD. The NFD could be: - ROUTING AREA - FORWARDING AREA - ADMINISTRATIVE AREA,,0,NetworkForwardingDomain
NetworkForwardingDomain.nfdType,nfdType,This attribute provides the name of the type of the NFD. The type is an expression of the contained topology.,,0,NetworkForwardingDomain
RoutingParameters.sharedRiskGroupList,sharedRiskGroupList,"This attribute specifies the shared risk that in general is considered against the physical environment. It is defined as a sequence of {risk type, and sequence of shared risk references (strings)}.",,0,RoutingParameters
TerminationPointEncapsulation.isEquipmentProtected,isEquipmentProtected,This attribute indicates whether or not the TPE is supported by a protected Equipment.,,0,TerminationPointEncapsulation
TerminationPointEncapsulation.tpeType,tpeType,"This attribute represents the name of the specification that describes the construction of the TPE emphasising for example the access to the TPE and whether it is associated with a physical port directly or not. Amongst other things this attribute would identify whether the TPE is a PTP, CTP or FTP.",,0,TerminationPointEncapsulation
TopologicalLink.direction,direction,This attribute represents the directionality of the TL.,,0,TopologicalLink
TopologicalLink.isAlarmReporting,isAlarmReporting,This attribute identifies whether alarm reporting for this TL is administratively enabled or disabled. True = alarm reporting is enabled; False = alarm reporting is disabled.,,0,TopologicalLink
TopologicalLink.ituArcStateAndStatusList,ituArcStateAndStatusList,See R TMF518 NRB I 0001 and R TMF518 NRB I 0004. See supporting document SD1-8 encodingX731M3100...\..\Framework\SD\SD1-8 encodingX731M3100.pdf,,0,TopologicalLink
TopologicalLink.layerProtocolNameList,layerProtocolNameList,Each entry provides the name and potentially additional information such as version number for (one of) the protocol(s)/layer(s) that the TL supports. Syntax and semantic to be specified.,,0,TopologicalLink
TrafficMappingTableRow.priority,priority,This attribute states the traffic priority for the vlanRange to which this row applies.,,0,TrafficMappingTableRow
TrafficMappingTableRow.trafficClass,trafficClass,This attribute states the traffic class for the priority and vlanRange to which this row applies.,,0,TrafficMappingTableRow
TrafficMappingTableRow.vlanIdRange,vlanIdRange,This attribute states the VLAN ID or VLAN ID range to which the row applies.,,0,TrafficMappingTableRow
